CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,Duration,Renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2919,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1052,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2051,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1800,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2183,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1066,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2068,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1917,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1222,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2805,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2278,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1180,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2251,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2147,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2601,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2810,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2292,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2537,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1904,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1500,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1518,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2980,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1602,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1705,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2865,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1299,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2711,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1994,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1268,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1118,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2097,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2951,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2318,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1693,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1819,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2217,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1545,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1358,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1140,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2138,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2522,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1602,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2624,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1700,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1933,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2431,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1167,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2522,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1285,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2126,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2862,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2879,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1974,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1722,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1922,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1592,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1148,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2680,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2734,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2914,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1124,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2145,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1642,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2094,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1887,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2602,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2633,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2191,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1131,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2380,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1283,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1327,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2301,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2259,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1976,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2121,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1509,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2296,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2798,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2049,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1089,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1557,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2279,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1028,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1910,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2168,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1743,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1912,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2508,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2472,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1488,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2096,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1557,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1923,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1431,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1057,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2450,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2362,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2557,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2092,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1884,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2829,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2428,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1326,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2198,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2926,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2765,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2606,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1236,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1959,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1911,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1021,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2732,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2505,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1071,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1231,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1808,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2156,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2813,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1969,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1108,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2534,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1134,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2690,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1098,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1818,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1913,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1862,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2466,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2264,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2012,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1697,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1316,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1127,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1727,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2091,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2691,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1243,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1796,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2008,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2781,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2850,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2821,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1170,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2638,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2791,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1884,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2715,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2579,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1130,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2160,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2722,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1417,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1798,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1958,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2875,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1600,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1918,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1581,365,not renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2762,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1575,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1629,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2489,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1140,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1104,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2044,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2811,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1097,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1979,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2535,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2244,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1903,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2816,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1876,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2724,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2701,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2965,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2532,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2440,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2292,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2255,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1392,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1078,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1664,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2874,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1666,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1688,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1489,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2421,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2565,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2837,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1089,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2868,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2674,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1706,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2117,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1585,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1697,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1048,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1156,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1632,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1421,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2542,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2958,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2229,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1700,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1483,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1499,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2284,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2647,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1386,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1752,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2654,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1678,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1075,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2724,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2129,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2844,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2120,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1374,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2494,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2247,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1502,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1815,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2512,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1178,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2451,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1364,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1786,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2563,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2473,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2455,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1881,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1529,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2810,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1997,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2757,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1762,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2693,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1773,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2052,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2288,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1305,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2124,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2061,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1226,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1001,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1282,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2297,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2481,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2754,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1101,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1717,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1192,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1138,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2326,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1804,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1311,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2152,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2443,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1987,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1993,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1678,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2045,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1022,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2807,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1736,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2590,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2223,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1484,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2218,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1981,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1918,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2315,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2922,365,not renewed
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1234,365,renewed
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1568,365,not renewed
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2290,365,not renewed
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2209,365,renewed
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1110,365,renewed
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2392,365,not renewed
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1358,365,not renewed
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1568,365,renewed
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2265,366,not renewed
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1190,366,not renewed
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2053,366,renewed
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2751,366,renewed
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1496,366,not renewed
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1231,366,not renewed
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1154,366,renewed
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1824,365,not renewed
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2906,365,renewed
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1035,365,not renewed
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1115,365,renewed
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1405,365,not renewed
